  0%|          | 0/4542 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                     
{'loss': 0.6949, 'grad_norm': 40.984535217285156, 'learning_rate': 5.9445178335535e-09, 'rewards/chosen': 0.0009265899425372481, 'rewards/rejected': 0.0033327103592455387, 'rewards/accuracies': 0.34375, 'rewards/margins': -0.0024055480025708675, 'logps/chosen': -447.8374938964844, 'logps/rejected': -256.7124938964844, 'logits/chosen': -6.064062595367432, 'logits/rejected': -6.1640625, 'epoch': 0.01}
{'loss': 0.6941, 'grad_norm': 38.42317581176758, 'learning_rate': 1.2549537648612946e-08, 'rewards/chosen': 0.011913299560546875, 'rewards/rejected': 0.003658294677734375, 'rewards/accuracies': 0.4749999940395355, 'rewards/margins': 0.008262252435088158, 'logps/chosen': -254.7624969482422, 'logps/rejected': -121.11250305175781, 'logits/chosen': -6.279687404632568, 'logits/rejected': -6.6640625, 'epoch': 0.01}
{'loss': 0.7081, 'grad_norm': 39.16379928588867, 'learning_rate': 1.915455746367239e-08, 'rewards/chosen': -0.007309341337531805, 'rewards/rejected': 0.0032375336159020662, 'rewards/accuracies': 0.45625001192092896, 'rewards/margins': -0.010518264956772327, 'logps/chosen': -283.3500061035156, 'logps/rejected': -142.16250610351562, 'logits/chosen': -6.190625190734863, 'logits/rejected': -6.548437595367432, 'epoch': 0.02}
{'loss': 0.6907, 'grad_norm': 229.98594665527344, 'learning_rate': 2.5759577278731833e-08, 'rewards/chosen': 0.008757973089814186, 'rewards/rejected': 0.004641723819077015, 'rewards/accuracies': 0.4312500059604645, 'rewards/margins': 0.004119491670280695, 'logps/chosen': -416.0874938964844, 'logps/rejected': -175.16250610351562, 'logits/chosen': -6.268750190734863, 'logits/rejected': -6.5625, 'epoch': 0.03}
{'loss': 0.7041, 'grad_norm': 271.8286437988281, 'learning_rate': 3.236459709379128e-08, 'rewards/chosen': 0.00481414794921875, 'rewards/rejected': 0.01038970984518528, 'rewards/accuracies': 0.42500001192092896, 'rewards/margins': -0.005547142121940851, 'logps/chosen': -366.125, 'logps/rejected': -200.8125, 'logits/chosen': -6.28125, 'logits/rejected': -6.46875, 'epoch': 0.03}
{'loss': 0.6922, 'grad_norm': 50.17678451538086, 'learning_rate': 3.896961690885073e-08, 'rewards/chosen': 0.0019248962635174394, 'rewards/rejected': -0.0009143829229287803, 'rewards/accuracies': 0.4312500059604645, 'rewards/margins': 0.0028221129905432463, 'logps/chosen': -227.0749969482422, 'logps/rejected': -122.5687484741211, 'logits/chosen': -6.379687309265137, 'logits/rejected': -6.59375, 'epoch': 0.04}
{'loss': 0.6893, 'grad_norm': 53.1890983581543, 'learning_rate': 4.557463672391017e-08, 'rewards/chosen': 0.05832786485552788, 'rewards/rejected': 0.0037811279762536287, 'rewards/accuracies': 0.3812499940395355, 'rewards/margins': 0.05458354949951172, 'logps/chosen': -316.11248779296875, 'logps/rejected': -154.875, 'logits/chosen': -6.159375190734863, 'logits/rejected': -6.5546875, 'epoch': 0.05}
{'loss': 0.6986, 'grad_norm': 169.6029815673828, 'learning_rate': 5.2179656538969616e-08, 'rewards/chosen': 0.049996376037597656, 'rewards/rejected': 0.031208420172333717, 'rewards/accuracies': 0.4437499940395355, 'rewards/margins': 0.01862182654440403, 'logps/chosen': -352.3500061035156, 'logps/rejected': -216.4375, 'logits/chosen': -6.228125095367432, 'logits/rejected': -6.420312404632568, 'epoch': 0.05}
{'loss': 0.6785, 'grad_norm': 39.83143615722656, 'learning_rate': 5.878467635402906e-08, 'rewards/chosen': 0.0806480422616005, 'rewards/rejected': -0.004494094755500555, 'rewards/accuracies': 0.45625001192092896, 'rewards/margins': 0.08506011962890625, 'logps/chosen': -321.54998779296875, 'logps/rejected': -167.41250610351562, 'logits/chosen': -6.368750095367432, 'logits/rejected': -6.645312309265137, 'epoch': 0.06}
{'loss': 0.6692, 'grad_norm': 29.32963752746582, 'learning_rate': 6.53896961690885e-08, 'rewards/chosen': 0.0875612273812294, 'rewards/rejected': -0.008672905154526234, 'rewards/accuracies': 0.518750011920929, 'rewards/margins': 0.09624843299388885, 'logps/chosen': -329.5249938964844, 'logps/rejected': -159.71875, 'logits/chosen': -6.298437595367432, 'logits/rejected': -6.665625095367432, 'epoch': 0.07}
{'loss': 0.678, 'grad_norm': 47.16933822631836, 'learning_rate': 7.199471598414796e-08, 'rewards/chosen': 0.117864228785038, 'rewards/rejected': 0.013796043582260609, 'rewards/accuracies': 0.4937500059604645, 'rewards/margins': 0.10386352241039276, 'logps/chosen': -220.1750030517578, 'logps/rejected': -128.0625, 'logits/chosen': -6.3046875, 'logits/rejected': -6.631249904632568, 'epoch': 0.07}
