  0%|          | 0/1605 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 0.6914, 'grad_norm': 50.94355392456055, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -119.625, 'logps/rejected': -75.25, 'logits/chosen': -6.40625, 'logits/rejected': -6.703125, 'epoch': 0.0}
{'loss': 0.6914, 'grad_norm': 58.38308334350586, 'learning_rate': 5.607476635514019e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -115.5, 'logps/rejected': -88.0, 'logits/chosen': -6.46875, 'logits/rejected': -6.65625, 'epoch': 0.0}
{'loss': 0.689, 'grad_norm': 361.7290344238281, 'learning_rate': 1.1214953271028038e-09, 'rewards/chosen': 0.018798828125, 'rewards/rejected': 0.0031280517578125, 'rewards/accuracies': 0.125, 'rewards/margins': 0.015625, 'logps/chosen': -410.0, 'logps/rejected': -271.5, 'logits/chosen': -6.390625, 'logits/rejected': -6.765625, 'epoch': 0.01}
{'loss': 0.6965, 'grad_norm': 51.68527603149414, 'learning_rate': 1.6822429906542054e-09, 'rewards/chosen': 0.02825927734375, 'rewards/rejected': 0.023712158203125, 'rewards/accuracies': 0.375, 'rewards/margins': 0.0045166015625, 'logps/chosen': -110.25, 'logps/rejected': -114.25, 'logits/chosen': -6.421875, 'logits/rejected': -6.8125, 'epoch': 0.01}
{'loss': 0.7251, 'grad_norm': 72.9578628540039, 'learning_rate': 2.2429906542056076e-09, 'rewards/chosen': -0.04296875, 'rewards/rejected': 0.0260009765625, 'rewards/accuracies': 0.5, 'rewards/margins': -0.06923675537109375, 'logps/chosen': -92.75, 'logps/rejected': -84.875, 'logits/chosen': -6.84375, 'logits/rejected': -6.9375, 'epoch': 0.01}
{'loss': 0.7366, 'grad_norm': 630.9456176757812, 'learning_rate': 2.803738317757009e-09, 'rewards/chosen': -0.056396484375, 'rewards/rejected': -0.0086669921875, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.047607421875, 'logps/chosen': -1001.0, 'logps/rejected': -393.5, 'logits/chosen': -5.4375, 'logits/rejected': -6.453125, 'epoch': 0.01}
{'loss': 0.7078, 'grad_norm': 393.2300109863281, 'learning_rate': 3.364485981308411e-09, 'rewards/chosen': -0.02191162109375, 'rewards/rejected': -0.00244140625, 'rewards/accuracies': 0.25, 'rewards/margins': -0.01953125, 'logps/chosen': -536.75, 'logps/rejected': -183.0, 'logits/chosen': -5.984375, 'logits/rejected': -5.53125, 'epoch': 0.01}
{'loss': 0.7156, 'grad_norm': 476.58209228515625, 'learning_rate': 3.925233644859813e-09, 'rewards/chosen': -0.052490234375, 'rewards/rejected': -0.031280517578125, 'rewards/accuracies': 0.375, 'rewards/margins': -0.021240234375, 'logps/chosen': -542.75, 'logps/rejected': -256.25, 'logits/chosen': -5.4375, 'logits/rejected': -5.890625, 'epoch': 0.01}
{'loss': 0.6438, 'grad_norm': 61.513671875, 'learning_rate': 4.485981308411215e-09, 'rewards/chosen': 0.081298828125, 'rewards/rejected': -0.022857666015625, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.104248046875, 'logps/chosen': -186.0, 'logps/rejected': -63.625, 'logits/chosen': -6.21875, 'logits/rejected': -6.90625, 'epoch': 0.02}
{'loss': 0.678, 'grad_norm': 733.969482421875, 'learning_rate': 5.0467289719626165e-09, 'rewards/chosen': -0.0203094482421875, 'rewards/rejected': -0.038818359375, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.0185546875, 'logps/chosen': -840.0, 'logps/rejected': -479.0, 'logits/chosen': -6.046875, 'logits/rejected': -6.234375, 'epoch': 0.02}
{'loss': 0.6675, 'grad_norm': 361.089111328125, 'learning_rate': 5.607476635514018e-09, 'rewards/chosen': -0.0125732421875, 'rewards/rejected': -0.060302734375, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.0478515625, 'logps/chosen': -711.75, 'logps/rejected': -356.5, 'logits/chosen': -6.3125, 'logits/rejected': -6.421875, 'epoch': 0.02}
