  0%|          | 0/4545 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                    
{'loss': 0.7064, 'grad_norm': 28.90797996520996, 'learning_rate': 5.9445178335535e-10, 'rewards/chosen': -0.02097778394818306, 'rewards/rejected': -0.0034927367232739925, 'rewards/accuracies': 0.11874999850988388, 'rewards/margins': -0.0174560546875, 'logps/chosen': -447.75, 'logps/rejected': -256.7749938964844, 'logits/chosen': -6.0625, 'logits/rejected': -6.165625095367432, 'epoch': 0.01}
{'loss': 0.6982, 'grad_norm': 29.624610900878906, 'learning_rate': 1.2549537648612944e-09, 'rewards/chosen': 0.0026344298385083675, 'rewards/rejected': 0.003287887666374445, 'rewards/accuracies': 0.4000000059604645, 'rewards/margins': -0.0006500243907794356, 'logps/chosen': -254.6750030517578, 'logps/rejected': -121.05000305175781, 'logits/chosen': -6.28125, 'logits/rejected': -6.671875, 'epoch': 0.01}
{'loss': 0.6909, 'grad_norm': 26.07942771911621, 'learning_rate': 1.915455746367239e-09, 'rewards/chosen': 0.017560195177793503, 'rewards/rejected': -0.0047668456099927425, 'rewards/accuracies': 0.41874998807907104, 'rewards/margins': 0.02239837683737278, 'logps/chosen': -283.1000061035156, 'logps/rejected': -142.5, 'logits/chosen': -6.199999809265137, 'logits/rejected': -6.553124904632568, 'epoch': 0.02}
{'loss': 0.6973, 'grad_norm': 164.4727325439453, 'learning_rate': 2.5759577278731833e-09, 'rewards/chosen': 0.00482177734375, 'rewards/rejected': 0.010528564453125, 'rewards/accuracies': 0.39375001192092896, 'rewards/margins': -0.00570754986256361, 'logps/chosen': -416.20001220703125, 'logps/rejected': -175.1999969482422, 'logits/chosen': -6.265625, 'logits/rejected': -6.559374809265137, 'epoch': 0.03}
{'loss': 0.7317, 'grad_norm': 189.97792053222656, 'learning_rate': 3.236459709379128e-09, 'rewards/chosen': -0.04275817796587944, 'rewards/rejected': 0.0021697997581213713, 'rewards/accuracies': 0.41874998807907104, 'rewards/margins': -0.044830322265625, 'logps/chosen': -367.04998779296875, 'logps/rejected': -201.0, 'logits/chosen': -6.284375190734863, 'logits/rejected': -6.478125095367432, 'epoch': 0.03}
{'loss': 0.711, 'grad_norm': 29.479026794433594, 'learning_rate': 3.896961690885073e-09, 'rewards/chosen': -0.02115326002240181, 'rewards/rejected': 0.0020080567337572575, 'rewards/accuracies': 0.4312500059604645, 'rewards/margins': -0.02308044396340847, 'logps/chosen': -227.35000610351562, 'logps/rejected': -122.625, 'logits/chosen': -6.384375095367432, 'logits/rejected': -6.590624809265137, 'epoch': 0.04}
{'loss': 0.6927, 'grad_norm': 31.15708351135254, 'learning_rate': 4.557463672391017e-09, 'rewards/chosen': 0.01090316753834486, 'rewards/rejected': -8.277893357444555e-05, 'rewards/accuracies': 0.5, 'rewards/margins': 0.01092681847512722, 'logps/chosen': -315.8500061035156, 'logps/rejected': -155.0500030517578, 'logits/chosen': -6.159375190734863, 'logits/rejected': -6.565625190734863, 'epoch': 0.05}
{'loss': 0.701, 'grad_norm': 175.83453369140625, 'learning_rate': 5.217965653896962e-09, 'rewards/chosen': 0.0021423338912427425, 'rewards/rejected': -0.00780563335865736, 'rewards/accuracies': 0.4625000059604645, 'rewards/margins': 0.009938049130141735, 'logps/chosen': -352.8500061035156, 'logps/rejected': -217.02499389648438, 'logits/chosen': -6.240624904632568, 'logits/rejected': -6.425000190734863, 'epoch': 0.05}
{'loss': 0.7129, 'grad_norm': 32.90862274169922, 'learning_rate': 5.878467635402906e-09, 'rewards/chosen': -0.015045166015625, 'rewards/rejected': 0.010936546139419079, 'rewards/accuracies': 0.375, 'rewards/margins': -0.0260162353515625, 'logps/chosen': -322.25, 'logps/rejected': -167.39999389648438, 'logits/chosen': -6.375, 'logits/rejected': -6.646874904632568, 'epoch': 0.06}
{'loss': 0.6916, 'grad_norm': 21.573516845703125, 'learning_rate': 6.53896961690885e-09, 'rewards/chosen': -0.01006469689309597, 'rewards/rejected': -0.01772308349609375, 'rewards/accuracies': 0.40625, 'rewards/margins': 0.0076904296875, 'logps/chosen': -330.5, 'logps/rejected': -159.8125, 'logits/chosen': -6.3125, 'logits/rejected': -6.675000190734863, 'epoch': 0.07}
{'loss': 0.6963, 'grad_norm': 273.9809265136719, 'learning_rate': 7.1994715984147955e-09, 'rewards/chosen': -0.007781982421875, 'rewards/rejected': -0.0025619505904614925, 'rewards/accuracies': 0.4312500059604645, 'rewards/margins': -0.00524139404296875, 'logps/chosen': -221.5500030517578, 'logps/rejected': -128.4499969482422, 'logits/chosen': -6.318749904632568, 'logits/rejected': -6.646874904632568, 'epoch': 0.07}
{'loss': 0.6955, 'grad_norm': 24.671871185302734, 'learning_rate': 7.85997357992074e-09, 'rewards/chosen': -0.006619262509047985, 'rewards/rejected': -0.00379180908203125, 'rewards/accuracies': 0.39375001192092896, 'rewards/margins': -0.0028442381881177425, 'logps/chosen': -430.0, 'logps/rejected': -149.72500610351562, 'logits/chosen': -6.128125190734863, 'logits/rejected': -6.65625, 'epoch': 0.08}
