  0%|          | 0/1605 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 0.6914, 'grad_norm': 50.89583206176758, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -119.625, 'logps/rejected': -75.25, 'logits/chosen': -6.40625, 'logits/rejected': -6.703125, 'epoch': 0.0}
{'loss': 0.6914, 'grad_norm': 58.596221923828125, 'learning_rate': 7.006071929005137e-11, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -115.5, 'logps/rejected': -88.0, 'logits/chosen': -6.46875, 'logits/rejected': -6.65625, 'epoch': 0.0}
{'loss': 0.6914, 'grad_norm': 364.55572509765625, 'learning_rate': 1.4012143858010274e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -410.0, 'logps/rejected': -271.5, 'logits/chosen': -6.390625, 'logits/rejected': -6.765625, 'epoch': 0.01}
{'loss': 0.6914, 'grad_norm': 53.11900329589844, 'learning_rate': 2.1018215787015413e-10, 'rewards/chosen': 0.0, 'rewards/rejected': -0.00156402587890625, 'rewards/accuracies': 0.0625, 'rewards/margins': 0.00156402587890625, 'logps/chosen': -110.25, 'logps/rejected': -114.25, 'logits/chosen': -6.40625, 'logits/rejected': -6.796875, 'epoch': 0.01}
{'loss': 0.6914, 'grad_norm': 48.59503173828125, 'learning_rate': 2.802428771602055e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -92.5, 'logps/rejected': -85.0, 'logits/chosen': -6.859375, 'logits/rejected': -6.9375, 'epoch': 0.01}
{'loss': 1.0408, 'grad_norm': 993.663330078125, 'learning_rate': 3.5030359645025685e-10, 'rewards/chosen': -0.394134521484375, 'rewards/rejected': -0.012988090515136719, 'rewards/accuracies': 0.125, 'rewards/margins': -0.3809814453125, 'logps/chosen': -1001.0, 'logps/rejected': -393.5, 'logits/chosen': -5.4375, 'logits/rejected': -6.453125, 'epoch': 0.01}
{'loss': 0.7239, 'grad_norm': 394.7469787597656, 'learning_rate': 4.2036431574030827e-10, 'rewards/chosen': -0.028228759765625, 'rewards/rejected': -0.014862060546875, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.013294219970703125, 'logps/chosen': -536.75, 'logps/rejected': -182.5, 'logits/chosen': -5.984375, 'logits/rejected': -5.53125, 'epoch': 0.01}
{'loss': 0.6682, 'grad_norm': 477.4676818847656, 'learning_rate': 4.904250350303596e-10, 'rewards/chosen': 0.03436279296875, 'rewards/rejected': -0.0211181640625, 'rewards/accuracies': 0.375, 'rewards/margins': 0.05560302734375, 'logps/chosen': -542.25, 'logps/rejected': -256.25, 'logits/chosen': -5.421875, 'logits/rejected': -5.875, 'epoch': 0.01}
{'loss': 0.6902, 'grad_norm': 64.36156463623047, 'learning_rate': 5.60485754320411e-10, 'rewards/chosen': 0.0406494140625, 'rewards/rejected': 0.006805419921875, 'rewards/accuracies': 0.5, 'rewards/margins': 0.0338592529296875, 'logps/chosen': -186.0, 'logps/rejected': -63.5, 'logits/chosen': -6.21875, 'logits/rejected': -6.90625, 'epoch': 0.02}
{'loss': 0.6958, 'grad_norm': 704.2374267578125, 'learning_rate': 6.305464736104624e-10, 'rewards/chosen': 0.0124969482421875, 'rewards/rejected': 0.04052734375, 'rewards/accuracies': 0.25, 'rewards/margins': -0.027984619140625, 'logps/chosen': -840.0, 'logps/rejected': -479.0, 'logits/chosen': -6.046875, 'logits/rejected': -6.21875, 'epoch': 0.02}
{'loss': 0.7035, 'grad_norm': 55.61143493652344, 'learning_rate': 7.006071929005137e-10, 'rewards/chosen': -0.084381103515625, 'rewards/rejected': -0.1794891357421875, 'rewards/accuracies': 0.25, 'rewards/margins': 0.0946044921875, 'logps/chosen': -712.0, 'logps/rejected': -356.25, 'logits/chosen': -6.3125, 'logits/rejected': -6.421875, 'epoch': 0.02}
{'loss': 0.6973, 'grad_norm': 55.03053665161133, 'learning_rate': 7.706679121905651e-10, 'rewards/chosen': -0.0313720703125, 'rewards/rejected': -0.0678863525390625, 'rewards/accuracies': 0.5, 'rewards/margins': 0.036376953125, 'logps/chosen': -137.75, 'logps/rejected': -138.0, 'logits/chosen': -6.375, 'logits/rejected': -6.8125, 'epoch': 0.02}
{'loss': 0.7224, 'grad_norm': 401.1831970214844, 'learning_rate': 8.407286314806165e-10, 'rewards/chosen': -0.00146484375, 'rewards/rejected': 0.03277587890625, 'rewards/accuracies': 0.25, 'rewards/margins': -0.0343017578125, 'logps/chosen': -382.5, 'logps/rejected': -253.25, 'logits/chosen': -6.4375, 'logits/rejected': -7.515625, 'epoch': 0.02}
{'loss': 0.7463, 'grad_norm': 111.7866439819336, 'learning_rate': 9.107893507706679e-10, 'rewards/chosen': -0.02349853515625, 'rewards/rejected': 0.052440643310546875, 'rewards/accuracies': 0.25, 'rewards/margins': -0.0760498046875, 'logps/chosen': -364.25, 'logps/rejected': -314.75, 'logits/chosen': -5.890625, 'logits/rejected': -6.015625, 'epoch': 0.03}
{'loss': 0.6998, 'grad_norm': 54.43821716308594, 'learning_rate': 9.808500700607193e-10, 'rewards/chosen': 0.0128936767578125, 'rewards/rejected': -0.005126953125, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.01788330078125, 'logps/chosen': -109.5, 'logps/rejected': -150.0, 'logits/chosen': -6.5, 'logits/rejected': -6.015625, 'epoch': 0.03}
{'loss': 0.7034, 'grad_norm': 46.80611038208008, 'learning_rate': 1.0509107893507706e-09, 'rewards/chosen': 0.03759765625, 'rewards/rejected': 0.02166748046875, 'rewards/accuracies': 0.375, 'rewards/margins': 0.015869140625, 'logps/chosen': -122.5, 'logps/rejected': -44.3125, 'logits/chosen': -6.578125, 'logits/rejected': -6.359375, 'epoch': 0.03}
{'loss': 0.7239, 'grad_norm': 53.3914680480957, 'learning_rate': 1.120971508640822e-09, 'rewards/chosen': -0.0186767578125, 'rewards/rejected': 0.03057861328125, 'rewards/accuracies': 0.4375, 'rewards/margins': -0.049072265625, 'logps/chosen': -92.25, 'logps/rejected': -126.0, 'logits/chosen': -6.28125, 'logits/rejected': -5.953125, 'epoch': 0.03}
{'loss': 0.842, 'grad_norm': 516.8326416015625, 'learning_rate': 1.1910322279308732e-09, 'rewards/chosen': 0.018798828125, 'rewards/rejected': 0.192779541015625, 'rewards/accuracies': 0.4375, 'rewards/margins': -0.17333984375, 'logps/chosen': -477.5, 'logps/rejected': -292.5, 'logits/chosen': -5.890625, 'logits/rejected': -6.46875, 'epoch': 0.03}
{'loss': 0.7219, 'grad_norm': 484.81964111328125, 'learning_rate': 1.2610929472209248e-09, 'rewards/chosen': -0.0234375, 'rewards/rejected': 0.0233154296875, 'rewards/accuracies': 0.375, 'rewards/margins': -0.046875, 'logps/chosen': -388.0, 'logps/rejected': -403.5, 'logits/chosen': -6.546875, 'logits/rejected': -7.3125, 'epoch': 0.04}
{'loss': 0.7087, 'grad_norm': 51.699684143066406, 'learning_rate': 1.3311536665109763e-09, 'rewards/chosen': -0.0328369140625, 'rewards/rejected': -0.02337646484375, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.009521484375, 'logps/chosen': -93.5, 'logps/rejected': -145.0, 'logits/chosen': -6.46875, 'logits/rejected': -6.359375, 'epoch': 0.04}
{'loss': 0.6794, 'grad_norm': 242.2161407470703, 'learning_rate': 1.4012143858010274e-09, 'rewards/chosen': 0.007030487060546875, 'rewards/rejected': -0.026123046875, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.0330810546875, 'logps/chosen': -407.25, 'logps/rejected': -217.5, 'logits/chosen': -6.140625, 'logits/rejected': -6.40625, 'epoch': 0.04}
{'loss': 0.7156, 'grad_norm': 76.26427459716797, 'learning_rate': 1.471275105091079e-09, 'rewards/chosen': -0.0250244140625, 'rewards/rejected': -0.003173828125, 'rewards/accuracies': 0.4375, 'rewards/margins': -0.02197265625, 'logps/chosen': -140.0, 'logps/rejected': -188.0, 'logits/chosen': -6.5625, 'logits/rejected': -6.53125, 'epoch': 0.04}
